,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,most_voted_class,delta_purch_delivered,delta_est_delivered,delta_approve_purch,delta_review_date,delta_answer_date
1473,0,112.33,14.66,1,1,57,5,8,54,707,4,5,2,7,25,0,0,3
1474,0,37.5,17.6,1,1,512,17,2,43,731,2,5,2,11,23,0,0,3
1475,0,18.98,17.63,1,1,264,4,57,59,405,1,1,0,74,26,5,-43,-41
1476,0,25.98,23.46,2,1,752,24,45,49,868,2,3,1,8,16,0,0,1
1477,0,157.9,29.51,1,1,771,14,28,54,451,5,5,2,23,38,0,0,3
1478,0,265.0,22.3,1,1,449,1,52,52,425,3,1,0,51,34,0,-13,-12
1479,0,39.99,15.1,1,1,740,24,52,31,140,1,4,2,7,24,3,0,4
1480,0,94.99,15.41,1,1,744,9,10,44,108,1,5,2,15,23,0,0,2
1481,0,37.9,15.1,1,1,25,24,10,23,565,1,5,2,5,24,0,0,1
1482,0,59.9,12.76,1,1,752,24,31,56,336,1,5,2,10,33,0,0,1
1484,0,645.0,35.26,1,1,542,22,26,53,809,1,4,2,26,31,0,0,2
1485,0,135.8,25.22,2,1,650,24,7,33,888,1,4,0,20,23,0,-6,-1
1486,0,41.5,35.67,1,1,656,14,26,60,479,1,5,2,9,28,0,0,1
1487,0,164.98,25.64,1,1,191,15,11,54,1125,3,5,2,15,41,2,0,1
1488,0,30.0,9.94,1,2,138,24,13,42,478,1,4,2,3,13,0,0,2
1489,0,149.9,15.8,1,1,622,21,36,58,421,1,1,0,33,23,2,-7,-7
1490,0,74.8,8.75,1,4,315,16,45,63,395,1,5,2,12,21,0,0,3
1491,0,49.0,19.66,1,1,507,3,33,59,341,2,5,2,20,30,0,0,1
1492,0,54.99,34.18,1,1,792,14,54,41,1159,4,5,2,15,31,0,0,1
1493,0,74.5,17.77,1,1,347,22,8,59,832,4,1,0,32,20,0,-11,-10
1494,0,44.99,15.1,1,1,179,21,59,48,984,1,5,2,9,24,1,0,3
1495,0,13.98,24.84,1,1,224,4,57,59,409,1,5,2,24,34,0,0,2
1496,0,120.0,15.59,1,1,267,24,26,30,2299,1,5,2,13,19,0,0,12
1497,0,66.49,15.22,1,1,518,9,10,59,3939,6,1,0,10,21,0,0,1
1498,0,89.8,32.22,2,1,660,7,11,59,644,6,5,2,18,24,1,0,3
1500,0,105.6,16.5,1,1,702,21,12,55,444,2,5,2,24,36,1,-5,-4
1501,0,146.99,13.58,1,1,752,24,20,57,1623,1,2,1,2,9,0,0,3
1502,0,205.0,26.27,1,1,112,22,12,56,162,5,5,2,12,25,0,0,7
1503,0,19.9,17.63,1,1,640,17,36,57,1370,1,5,2,9,27,1,0,1
1504,0,49.9,16.11,1,1,196,16,59,54,593,4,5,2,7,21,0,0,1
1505,0,349.99,11.26,1,1,207,24,20,42,1586,1,5,2,3,12,0,0,1
1506,0,127.0,18.47,1,1,57,5,50,52,431,1,2,0,35,25,1,-7,-6
1507,0,59.99,11.92,1,1,453,24,25,37,194,1,4,2,9,19,0,0,3
1508,0,238.9,21.64,1,1,594,24,7,55,637,1,5,2,16,18,1,0,5
1509,0,46.99,17.6,1,1,75,24,59,56,414,1,3,1,13,33,1,0,3
1510,0,56.99,15.15,1,2,87,9,52,24,435,3,5,2,8,30,0,0,6
1511,0,128.8,87.33,1,1,407,3,8,46,513,1,5,2,17,27,1,0,41
1512,0,79.9,9.37,1,1,752,24,11,36,529,2,4,2,3,13,0,0,1
1515,0,169.9,21.68,1,1,671,9,12,54,188,2,1,0,15,24,0,0,6
1516,0,59.9,10.37,1,4,54,24,29,38,220,2,3,0,4,18,0,0,1
1518,0,47.99,25.19,1,1,179,21,59,57,284,2,5,2,14,36,0,0,0
1519,0,49.0,9.27,1,1,752,24,57,61,440,1,5,2,3,15,0,0,1
1520,0,92.34,18.23,1,1,512,17,26,49,578,2,2,0,35,18,0,-14,-13
1521,0,144.99,12.22,1,1,752,24,20,54,629,1,3,1,8,13,0,0,3
1523,0,59.99,9.74,1,1,716,24,53,47,84,6,5,2,6,18,0,0,11
1524,0,31.9,21.15,1,1,745,8,36,34,1078,2,1,0,31,30,1,0,1
1525,0,239.0,58.21,1,1,167,21,45,24,292,7,1,1,25,26,0,0,3
1526,0,129.0,25.74,1,1,752,24,59,42,540,4,4,1,8,25,0,0,3
1527,0,117.0,8.07,1,1,752,24,36,52,557,3,5,2,7,13,0,0,2
1529,0,29.9,15.1,1,1,424,21,11,52,30,1,3,0,21,28,0,0,2
1530,0,80.0,16.81,1,1,752,24,53,59,678,4,4,2,7,24,0,0,2
1531,0,99.0,17.94,1,1,640,17,12,55,312,1,4,1,14,19,0,0,1
1532,0,89.0,17.19,1,1,677,3,54,60,718,5,5,2,13,24,3,0,2
1533,0,315.0,116.06,1,1,481,9,7,21,2566,1,3,2,26,33,0,0,2
1535,0,35.9,14.1,1,1,471,17,52,54,1133,2,3,0,10,27,0,0,17
1536,0,19.9,10.96,1,2,640,17,54,58,349,2,5,2,7,21,0,0,2
1537,0,84.99,19.13,1,1,377,14,52,59,1071,1,5,2,7,33,0,0,7
1539,0,49.99,16.11,1,1,39,22,12,40,162,1,3,1,9,24,0,0,1
1540,0,59.9,9.94,1,1,261,22,8,18,1157,7,5,2,7,12,1,0,1
1541,0,16.8,16.11,1,1,141,10,12,55,250,1,1,1,14,26,0,0,2
1542,0,45.0,16.11,1,1,640,17,12,59,638,1,2,1,28,21,2,-1,1
1543,0,87.0,14.36,1,1,75,24,36,43,463,3,4,0,17,21,0,0,2
1544,0,578.0,38.6,2,1,640,17,57,56,1892,4,5,2,7,20,0,0,8
1546,0,599.0,20.93,1,1,138,24,13,57,217,3,4,2,13,20,1,1,4
1548,0,59.99,16.18,1,1,512,17,12,57,504,1,5,0,29,21,0,-6,-4
1549,0,265.9,22.35,1,1,433,24,26,37,2402,1,1,1,8,27,1,0,4
1551,0,179.9,12.76,1,1,77,24,54,35,514,2,1,1,7,16,0,0,1
1553,0,34.45,13.21,1,2,283,9,19,55,2041,6,5,2,11,19,1,0,2
1555,0,1219.0,35.91,1,1,704,3,36,44,1351,2,5,2,11,24,0,0,3
1556,0,59.9,2.09,1,2,752,24,11,57,927,3,5,2,4,12,0,0,1
1557,0,47.99,8.72,1,1,752,24,27,59,179,6,3,0,8,21,0,29,30
1558,0,69.9,13.07,1,1,701,24,12,57,152,1,5,2,14,21,0,0,3
1559,0,59.9,24.91,1,1,641,14,10,56,960,1,5,2,30,36,0,0,1
1560,0,66.29,12.48,1,1,176,24,12,55,130,1,1,1,7,9,0,0,3
1561,0,75.78,34.33,1,1,218,19,45,60,554,2,5,2,18,34,1,0,1
1562,0,114.9,16.56,1,1,752,24,11,42,1002,4,5,2,11,30,0,0,1
1563,0,220.89,17.27,1,1,86,9,36,50,512,1,1,1,7,13,1,0,16
1564,0,17.99,11.85,1,1,738,24,57,45,343,2,5,2,25,19,0,-4,-2
1565,0,295.0,14.51,1,1,643,24,54,46,1326,6,5,2,12,19,1,0,1
1567,0,969.99,51.25,1,1,347,22,20,45,3033,5,5,2,18,28,0,0,3
1568,0,39.99,16.11,1,1,261,22,12,44,630,1,1,1,14,27,0,0,3
1572,0,48.9,11.81,1,2,752,24,12,53,392,1,5,2,11,19,0,0,1
1573,0,26.5,4.8,1,2,684,7,20,44,854,3,5,2,5,29,2,0,2
1575,0,52.64,15.12,1,1,164,6,12,54,617,2,5,2,14,25,3,0,3
1576,0,349.99,18.7,1,1,410,24,11,35,478,2,5,2,8,21,0,0,5
1577,0,95.0,37.51,1,2,460,16,53,52,625,8,1,0,18,29,1,0,1
1578,0,129.0,36.98,1,1,138,24,33,33,509,1,1,0,20,21,0,0,3
1579,0,89.99,15.38,1,1,645,17,26,58,361,4,4,1,20,21,0,0,1
1581,0,189.9,17.09,1,1,770,24,36,39,132,1,5,2,14,22,0,0,1
1582,0,92.9,16.28,1,1,382,24,12,55,329,1,1,1,12,18,0,0,2
1583,0,68.9,6.92,1,4,415,16,7,60,630,3,3,0,8,32,0,0,1
1584,0,118.0,33.7,2,1,721,17,26,45,802,5,2,0,24,34,0,0,1
1585,0,39.0,17.78,1,1,280,7,57,44,509,1,4,2,13,34,0,0,2
1586,0,99.0,19.23,1,1,845,6,20,43,628,1,3,0,21,31,0,0,2
1588,0,59.9,15.63,1,1,314,17,45,50,844,3,1,0,35,25,0,-8,-4
1589,0,52.9,9.3,1,2,305,24,12,53,561,3,3,1,14,18,0,0,3
1590,0,94.5,34.46,1,1,752,24,10,43,1023,1,5,2,7,22,0,0,3
1591,0,253.6,33.04,2,1,752,24,45,44,294,1,5,2,17,19,0,0,2
1592,0,41.0,7.28,1,1,412,24,12,56,608,1,1,0,6,23,0,0,1
1593,0,159.99,9.31,1,1,752,24,57,49,1962,4,5,2,4,12,0,0,4
1594,0,74.9,27.06,1,1,635,21,55,48,636,2,4,2,11,30,0,0,2
1595,0,89.9,21.12,1,1,599,9,12,54,245,1,3,2,16,25,0,0,3
1596,0,70.0,13.51,1,1,818,24,12,55,1715,1,5,2,10,19,0,0,1
1597,0,52.64,18.19,1,2,605,22,12,54,624,2,3,0,14,27,1,0,1
1598,0,199.0,25.94,1,1,57,5,20,51,330,1,5,2,10,34,0,0,1
1599,0,19.9,11.85,1,2,752,24,16,49,100,4,1,1,8,17,0,0,3
1600,0,299.0,22.58,1,2,113,24,45,60,2043,5,4,2,15,29,1,0,1
1601,0,241.1,31.53,1,1,57,5,7,52,621,1,5,2,13,19,1,0,2
1602,0,54.9,14.13,1,1,640,17,45,53,1013,4,5,2,14,25,5,0,3
1603,0,219.99,14.09,1,1,388,24,20,54,998,1,3,1,8,12,0,0,4
1604,0,133.6,16.7,1,2,517,17,11,26,175,1,1,1,52,39,0,-11,-11
1605,0,19.9,15.1,1,1,424,21,16,49,100,4,5,2,23,26,1,0,2
1606,0,99.99,9.26,1,4,302,24,20,54,1012,1,5,2,3,23,0,0,7
1607,0,79.9,42.59,1,1,245,19,27,59,340,4,5,2,17,36,0,0,1
1608,0,799.0,30.87,1,1,584,14,54,46,387,3,1,1,14,38,0,0,2
1611,0,79.99,14.31,1,1,640,17,26,50,3290,1,5,2,7,19,0,0,1
1612,0,522.5,36.11,1,1,57,5,23,43,1009,2,3,1,14,28,0,0,2
1613,0,29.9,21.19,1,1,752,24,27,31,125,4,3,1,4,31,1,0,3
1614,0,22.9,11.85,1,2,752,24,45,57,470,2,1,1,15,17,0,1,6
1615,0,44.0,14.1,1,1,640,17,54,57,181,4,3,1,6,21,0,0,1
1617,0,49.0,17.6,1,1,500,9,59,55,499,1,5,2,9,21,0,0,3
1618,0,90.0,8.82,1,1,757,24,26,44,458,1,5,2,2,14,0,0,1
1619,0,84.5,35.91,1,1,80,12,53,56,1545,2,5,2,19,34,0,0,3
1620,0,19.9,7.78,1,1,752,24,57,53,1348,2,5,2,3,10,0,0,3
1621,0,39.6,16.6,1,1,640,17,26,53,1324,2,5,2,12,21,0,0,6
1622,0,259.9,26.66,1,1,440,16,12,57,293,1,1,1,15,22,1,0,3
1623,0,32.9,17.63,1,2,752,24,59,36,566,3,5,2,7,26,1,0,1
1624,0,145.35,9.83,1,1,492,24,40,59,866,1,5,2,3,9,0,0,1
1625,0,32.0,9.34,1,1,410,24,59,44,595,1,1,1,12,17,0,0,2
1626,0,29.9,16.79,1,1,610,16,36,53,144,2,5,2,11,25,0,0,6
1627,0,205.0,48.87,1,1,614,13,12,46,162,5,5,2,18,34,0,-1,2
1628,0,79.0,7.81,1,1,752,24,54,59,159,1,1,1,1,12,0,0,4
1630,0,42.99,17.63,1,1,291,4,11,45,589,4,5,2,14,35,0,0,3
1631,0,299.0,33.24,1,2,500,9,45,56,2043,5,5,2,15,21,1,0,20
1633,0,103.97,25.04,1,1,761,24,48,30,606,2,5,2,11,19,0,0,2
1634,0,220.0,16.29,1,1,37,9,12,62,313,1,5,2,16,24,0,0,4
1636,0,99.9,16.33,1,1,270,24,12,55,329,1,4,2,15,24,0,0,3
1637,0,115.0,20.89,1,2,752,24,12,49,189,1,4,0,9,17,1,0,1
1639,0,69.9,13.51,1,1,752,24,26,51,1346,4,1,1,11,20,0,0,3
1641,0,59.9,13.44,1,1,752,24,33,56,348,2,5,2,11,18,0,0,10
1642,0,329.9,20.19,1,1,694,9,52,45,958,1,4,2,8,21,0,0,1
1643,0,84.99,25.87,1,1,213,4,52,59,1071,1,5,2,23,30,1,0,1
1644,0,33.0,3.06,1,6,579,24,45,42,3438,1,5,2,10,25,0,0,2
1645,0,57.11,17.65,1,1,651,9,45,55,133,1,2,1,8,26,0,0,1
1646,0,99.99,15.65,1,2,677,3,45,36,592,1,5,2,5,31,1,0,6
1647,0,129.0,21.3,1,1,57,5,45,54,1916,2,5,2,6,22,0,0,1
1648,0,106.0,16.37,1,1,99,24,26,56,2274,1,1,0,48,19,1,-25,-21
1650,0,25.99,9.34,1,1,752,24,59,55,303,1,5,2,1,16,0,0,3
1651,0,105.9,29.14,1,1,647,14,45,57,242,1,4,2,26,37,0,0,1
1652,0,163.99,18.72,1,1,640,17,52,36,646,1,4,1,12,22,0,0,1
1653,0,49.9,34.15,1,1,137,13,45,32,926,1,1,0,103,34,0,-68,-67
1654,0,110.0,17.02,1,1,220,16,8,11,240,4,5,2,11,18,0,0,2
1655,0,29.99,34.15,1,1,35,1,57,53,428,1,1,0,34,29,0,-3,-2
1656,0,129.0,38.45,1,1,562,15,50,57,396,3,5,2,23,36,0,-1,2
1657,0,19.99,15.1,1,1,669,7,10,48,575,1,5,2,4,31,0,0,4
1658,0,897.0,71.88,3,1,640,17,45,58,1977,5,1,0,18,30,0,0,3
1659,0,29.99,7.94,1,1,640,17,59,59,1043,4,4,2,6,15,0,0,1
1660,0,49.0,15.1,1,1,263,9,27,59,93,7,5,2,10,24,0,0,1
1661,0,98.0,12.19,1,1,752,24,26,58,1314,1,5,2,6,25,0,0,1
1662,0,79.99,12.69,1,1,82,9,16,22,479,2,5,2,7,16,0,0,2
1663,0,349.9,19.7,1,1,761,24,10,51,625,1,4,0,13,25,0,0,0
1664,0,45.9,16.11,1,1,214,24,50,38,224,1,5,2,10,22,0,0,1
1665,0,999.99,131.32,1,1,264,4,26,60,1332,2,1,1,20,34,0,0,3
1667,0,279.0,37.61,1,1,670,24,36,57,1876,1,1,1,25,31,0,0,87
1668,0,110.0,29.17,1,1,845,6,8,47,224,2,3,1,99,31,0,-69,-68
1669,0,23.4,8.27,1,1,670,24,26,52,183,2,5,2,6,15,1,0,3
1670,0,86.99,17.86,1,1,622,21,11,55,889,3,1,0,39,37,0,0,2
1671,0,129.9,23.78,1,1,465,6,52,55,556,7,5,2,8,21,0,0,1
1672,0,180.0,17.7,1,1,62,21,10,59,1153,4,4,2,10,25,1,0,4
1673,0,45.0,15.1,1,1,750,16,54,56,660,3,5,2,11,25,0,0,1
1675,0,45.9,15.98,1,1,853,24,45,25,249,2,5,2,9,21,1,0,1
1676,0,99.99,17.95,1,1,779,9,20,54,1012,1,5,2,14,23,0,0,5
1677,0,119.99,36.5,1,1,247,21,46,54,1283,1,3,2,18,72,0,0,1
1678,0,31.0,9.34,1,1,302,24,45,36,1081,1,5,2,3,16,0,0,1
1679,0,550.0,259.7,1,1,580,1,10,42,427,1,4,2,26,41,0,0,2
1680,0,289.8,9.91,1,1,640,17,52,47,723,1,5,2,3,12,0,0,2
1681,0,98.9,14.42,1,1,272,24,41,45,702,1,5,2,12,22,1,0,57
1682,0,67.9,15.19,1,2,517,17,7,33,888,1,1,0,41,22,0,-18,-17
1683,0,70.97,13.52,1,1,273,24,11,42,687,3,5,2,15,23,1,0,3
1684,0,99.0,28.68,1,1,57,5,20,47,410,5,5,2,10,26,0,0,2
1685,0,24.9,25.63,1,1,57,5,10,60,344,2,2,1,11,34,0,0,1
1686,0,1050.0,21.1,1,1,86,9,27,49,72,4,1,0,25,18,0,-5,-5
1687,0,139.9,18.26,1,6,80,12,31,37,416,1,4,1,3,33,0,0,1
1690,0,49.0,7.78,1,1,302,24,27,59,93,7,5,2,4,12,0,0,1
1691,0,179.99,15.01,1,1,752,24,11,40,1000,2,2,0,15,22,0,0,2
1694,0,28.4,7.94,1,2,138,24,10,37,1277,1,1,0,6,18,0,0,1
1695,0,159.0,15.86,1,1,703,21,26,58,320,1,1,1,18,30,0,0,4
1696,0,229.99,18.86,1,1,112,22,20,54,1001,1,5,2,6,21,0,0,1
1697,0,62.9,18.06,1,1,479,24,48,56,1043,2,2,0,20,25,0,0,1
1699,0,144.99,27.74,1,1,256,3,20,54,629,1,1,0,23,24,0,0,3
1701,0,119.9,18.09,1,1,640,17,12,56,189,1,5,2,18,27,0,0,2
1702,0,589.0,19.88,1,1,404,22,36,35,500,1,2,1,18,24,0,1,2
1705,0,67.9,16.73,1,1,640,17,4,53,320,1,2,0,8,22,0,0,1
1706,0,96.0,18.24,1,1,318,3,12,54,385,2,5,2,22,32,0,0,3
1707,0,9.99,24.35,1,1,626,19,7,51,176,2,5,2,15,40,0,0,101
1708,0,69.0,10.6,1,2,369,24,12,60,640,1,4,2,5,18,0,0,1
1710,0,69.9,19.98,1,1,518,9,45,44,903,6,3,0,32,18,0,-12,-12
1711,0,59.9,15.17,1,1,387,24,52,36,605,2,5,2,9,20,1,0,3
1712,0,56.99,15.15,1,1,508,9,52,51,999,2,5,2,15,23,0,0,3
1713,0,59.99,15.17,1,1,57,5,26,52,1160,4,1,0,41,25,1,-13,-13
1715,0,23.99,14.1,1,1,82,9,10,48,575,1,5,2,6,22,0,3,4
1716,0,143.54,21.49,1,1,511,17,12,49,271,1,5,2,14,21,0,0,4
1717,0,149.7,55.86,3,4,517,17,33,57,366,2,1,0,17,25,0,0,1
1719,0,60.0,10.65,1,4,752,24,11,58,916,3,1,0,6,21,0,0,3
1720,0,140.9,12.69,1,1,740,24,26,51,1456,1,5,2,4,14,0,0,3
1722,0,239.99,10.49,1,1,752,24,54,39,583,1,5,2,3,13,0,0,1
1723,0,89.58,17.34,1,1,489,24,7,57,662,1,5,2,12,26,0,0,2
1724,0,110.0,49.3,1,1,640,17,10,49,1257,1,5,2,15,22,0,0,7
1725,0,179.9,26.54,1,1,124,3,52,39,586,1,3,0,11,30,0,0,2
1726,0,94.9,25.15,1,1,455,2,11,46,1156,1,5,0,14,40,0,1,1
1728,0,51.92,10.55,1,2,572,24,45,55,133,1,2,0,6,20,0,0,1
1729,0,67.9,16.92,1,1,640,17,7,33,888,1,1,0,27,26,0,5,12
1730,0,59.55,17.67,1,1,602,16,45,59,205,1,4,0,23,29,0,0,1
1731,0,269.9,18.57,1,1,176,24,26,60,1351,7,3,2,8,18,0,0,11
1732,0,49.0,9.27,1,1,752,24,57,61,440,1,5,2,9,17,0,0,3
1733,0,89.9,12.13,1,1,650,24,12,54,245,1,4,1,10,19,1,0,2
1734,0,35.5,11.85,1,1,528,24,11,52,415,4,2,0,10,15,0,0,4
1735,0,205.0,26.27,1,1,315,16,12,46,162,5,5,2,12,22,0,0,9
1736,0,59.9,15.18,1,1,57,5,37,58,767,8,5,2,9,19,0,0,0
1737,0,7.0,0.28,1,2,752,24,52,26,138,1,2,0,4,25,0,0,1
1738,0,119.9,15.87,1,2,409,24,12,57,189,1,5,2,6,24,0,0,1
1740,0,465.98,124.74,2,1,276,22,12,58,363,1,5,2,10,24,0,0,1
1741,0,99.9,36.02,1,1,264,4,20,43,743,5,5,2,14,31,1,0,1
1743,0,14.9,14.1,1,1,82,9,25,52,141,2,5,2,13,21,1,0,2
1744,0,113.9,19.77,1,1,517,17,59,57,1236,1,4,2,14,21,0,0,1
1745,0,49.95,15.1,1,2,622,21,12,38,182,2,5,2,17,39,0,0,3
1747,0,184.9,17.26,1,1,743,21,37,47,1177,5,2,0,27,21,1,-3,-3
1748,0,35.39,11.85,1,1,77,24,8,35,2435,1,5,2,6,19,0,0,2
1749,0,62.9,13.46,1,1,752,24,10,58,3207,1,4,2,21,25,0,0,1
1750,0,146.99,20.52,1,1,640,17,20,57,1623,1,4,1,4,19,0,0,3
1752,0,96.0,9.49,1,1,752,24,36,38,247,1,5,2,2,10,0,0,1
1753,0,149.9,14.8,1,1,302,24,26,52,1099,8,5,2,9,25,0,0,6
1754,0,189.48,18.04,1,1,253,24,45,61,157,9,5,2,8,18,0,0,3
1755,0,42.9,7.78,1,1,752,24,41,25,675,1,1,1,4,12,0,-1,2
1756,0,79.7,15.31,1,1,511,17,53,51,1592,2,5,2,11,22,1,0,4
1757,0,79.99,17.81,1,1,640,17,36,59,1949,5,1,1,9,25,0,0,1
1758,0,35.0,4.36,1,4,696,24,11,47,1154,5,2,1,3,13,0,1,2
1759,0,349.9,20.99,1,1,542,22,10,51,625,1,4,2,6,52,0,0,2
1760,0,55.9,44.24,1,1,275,14,8,55,934,5,5,2,28,34,0,0,1
1762,0,136.9,15.71,1,1,141,10,54,44,1484,1,5,2,11,27,0,0,1
1764,0,139.9,15.73,1,1,640,17,20,31,1198,3,1,1,7,23,0,0,2
1765,0,98.0,27.23,1,1,363,4,10,45,494,3,5,2,23,35,1,0,1
1766,0,59.9,13.44,1,1,631,24,33,58,340,2,5,2,10,26,0,0,2
1767,0,69.0,7.78,1,1,752,24,54,57,239,4,5,2,3,18,0,0,3
1768,0,25.0,16.11,1,1,622,21,11,45,111,3,5,0,25,28,0,0,1
1769,0,56.99,16.16,1,2,155,21,12,53,500,1,4,1,14,27,0,0,3
1771,0,129.9,13.93,1,1,715,24,52,56,571,4,3,1,6,18,0,0,1
1772,0,249.99,111.57,1,1,217,11,33,46,762,3,4,0,38,38,0,0,1
1773,0,13.99,9.34,1,1,752,24,59,37,261,2,2,0,25,19,0,-5,-3
1774,0,64.89,8.27,1,1,453,24,36,60,417,1,5,2,10,17,2,0,3
1776,0,32.9,12.79,1,1,738,24,25,41,975,1,5,2,5,15,0,0,1
1777,0,52.64,11.87,1,1,752,24,12,54,617,2,5,2,6,22,0,0,1
1778,0,59.9,15.18,1,1,715,24,8,37,1266,3,4,2,8,20,0,0,1
1780,0,119.99,16.6,1,1,89,22,27,29,178,7,5,2,14,24,0,0,1
1781,0,19.9,18.23,1,1,668,21,24,46,331,1,5,2,19,26,0,0,3
1782,0,21.99,17.63,1,1,264,4,57,54,599,1,4,2,24,30,3,0,1
1783,0,89.9,15.39,1,1,622,21,45,56,701,5,1,1,32,31,0,0,1
1785,0,49.9,25.38,1,1,641,14,10,54,939,1,5,2,14,34,0,0,1
1787,0,84.0,12.72,1,1,371,24,7,33,694,1,5,2,12,26,0,0,1
1788,0,99.9,13.72,1,1,740,24,45,63,395,1,3,1,10,24,0,0,1
1789,0,99.9,15.45,1,1,784,24,10,52,1270,2,5,2,15,35,0,0,1
1790,0,349.9,9.7,1,1,138,24,54,54,605,2,5,2,2,11,1,0,1
1791,0,79.0,15.2,1,2,500,9,54,51,624,5,1,1,3,23,0,0,6
1792,0,132.5,91.93,1,1,640,17,26,34,1099,1,1,0,52,31,0,-19,-19
1793,0,99.99,15.46,1,1,640,17,20,56,1024,1,5,2,7,22,0,0,1
1794,0,236.97,64.68,3,1,88,24,46,58,1135,1,4,0,27,63,0,0,3
1795,0,269.99,53.08,1,1,631,24,46,38,1274,1,4,2,23,36,0,0,2
1796,0,116.6,17.55,1,1,752,24,46,41,154,1,5,2,12,18,0,0,3
1797,0,79.9,23.14,1,1,238,24,59,43,448,2,4,2,15,23,0,0,1
1798,0,24.5,4.07,1,4,640,17,16,49,100,4,4,0,4,21,0,0,3
1799,0,117.99,21.32,1,1,727,17,12,58,223,1,5,2,28,21,0,-5,-5
1800,0,53.99,15.13,1,1,175,9,52,44,334,1,5,2,21,17,0,-1,1
1801,0,49.89,8.27,1,1,752,24,26,43,2807,1,5,2,6,10,1,0,1
1802,0,13.99,7.78,1,1,138,24,57,42,660,1,5,2,10,15,0,0,1
1803,0,52.99,17.62,1,1,231,9,10,58,619,1,5,2,14,21,2,0,1
1804,0,17.0,7.87,1,1,752,24,22,60,341,1,4,2,3,25,1,0,1
1805,0,49.9,28.76,1,2,473,16,8,27,74,3,1,1,12,34,0,0,3
1808,0,47.99,16.39,1,2,552,9,12,50,631,1,1,0,9,28,0,0,1
1809,0,238.1,29.05,1,1,560,3,33,43,323,1,1,0,102,37,0,-64,-57
1810,0,104.0,9.29,1,1,492,24,53,29,2918,1,5,2,5,18,0,0,5
1812,0,89.9,16.39,1,1,467,16,53,60,1323,6,5,2,15,21,0,0,1
1813,0,58.99,17.99,1,1,57,5,10,59,492,2,4,2,8,20,1,0,1
1814,0,169.9,26.03,1,1,4,21,59,60,1912,5,5,2,21,21,2,0,1
1815,0,450.0,17.9,1,1,849,6,57,43,337,5,5,2,15,27,1,0,1
1817,0,199.99,18.68,1,1,677,3,11,58,733,4,4,2,17,26,0,0,3
1818,0,13.99,7.78,1,1,302,24,52,54,964,1,1,1,6,15,0,0,3
1820,0,309.82,93.34,2,1,564,21,36,42,503,1,5,2,18,31,0,0,3
1821,0,19.99,11.85,1,1,442,24,10,48,575,1,5,2,6,24,0,0,1
1822,0,49.9,17.6,1,1,640,17,33,56,348,2,4,2,17,26,0,11,18
1824,0,38.4,35.67,1,1,397,19,45,50,830,1,4,2,25,43,0,-14,-12
1825,0,127.9,8.66,1,1,752,24,36,59,1095,1,2,0,9,11,0,0,1
1826,0,89.9,17.88,1,1,65,10,11,59,249,2,5,2,25,25,0,2,5
1827,0,24.9,19.95,1,1,752,24,57,37,255,8,5,1,6,32,0,0,1
1828,0,49.5,15.1,1,2,199,9,38,51,470,2,5,2,11,23,0,0,1
1829,0,59.9,17.02,1,1,650,24,10,43,295,1,5,2,15,21,0,0,1
1830,0,49.98,13.37,1,1,799,24,59,58,679,3,5,2,5,18,0,0,1
1834,0,24.5,11.85,1,1,494,24,16,49,100,4,5,2,10,19,0,0,0
1836,0,49.0,15.1,1,1,408,9,36,58,419,2,1,1,8,25,0,0,3
1837,0,135.82,25.22,2,1,650,24,36,60,640,1,4,0,14,29,0,0,5
1838,0,85.0,20.99,1,1,80,12,59,54,851,1,5,2,17,36,0,0,3
1839,0,125.0,26.95,1,1,517,17,26,55,3876,1,1,0,34,24,1,-8,-7
1840,0,72.9,19.75,1,1,393,7,41,47,221,1,4,2,12,27,0,0,27
1841,0,275.9,19.5,1,1,677,3,36,60,537,1,3,1,20,32,0,0,1
1842,0,39.9,35.67,1,1,802,15,12,58,207,1,4,2,30,23,0,-5,-1
1844,0,166.89,21.66,1,1,68,17,12,56,290,3,5,0,38,28,0,-9,-5
1845,0,23.48,16.28,1,2,360,24,36,55,665,1,3,1,14,20,1,0,1
1846,0,1299.9,38.51,1,1,752,24,51,55,3632,4,4,1,10,19,0,0,2
1849,0,57.9,19.38,1,1,163,9,52,33,738,1,1,1,4,42,0,0,4
1851,0,98.9,13.71,1,1,21,24,36,45,411,1,5,2,9,23,0,0,1
1852,0,65.0,13.47,1,1,799,24,45,24,268,1,5,2,17,28,2,0,1
1853,0,259.0,11.03,1,1,674,24,52,51,805,1,5,2,1,15,0,0,1
1854,0,220.0,13.04,1,1,632,24,54,35,660,1,5,2,6,19,0,0,2
1856,0,269.99,16.65,1,1,82,9,54,44,735,2,5,2,5,18,0,0,3
1857,0,169.0,21.15,1,1,650,24,45,55,1977,3,4,1,11,27,0,0,7
1858,0,84.9,17.84,1,1,711,24,59,59,1687,3,5,2,20,32,0,0,2
1859,0,34.9,8.72,1,1,832,24,33,60,1251,2,1,1,1,12,0,0,2
1860,0,49.99,11.73,1,1,752,24,59,56,355,3,2,1,1,10,0,0,3
1861,0,179.7,113.91,3,1,475,1,33,56,348,2,1,0,25,31,0,0,1
1862,0,56.99,8.72,1,1,138,24,52,48,1003,4,5,2,5,15,0,0,1
